doesHaveLinks,doesHaveSpammyWords,lengthOfText,numberOfSymbols,classLabel
False,True,81,3,ham
False,True,116,0,ham
False,False,5,3,ham
True,True,66,5,spam
False,False,81,4,ham
False,False,20,1,ham
False,False,13,3,ham
False,False,37,0,ham
False,False,66,6,ham
False,False,69,4,ham
False,False,55,1,ham
False,False,45,2,ham
True,False,159,15,ham
False,False,25,2,ham
False,False,28,3,ham
False,False,40,1,ham
False,False,156,3,ham
False,False,138,4,ham
False,True,24,1,ham
False,False,70,10,ham
False,False,62,6,ham
False,False,86,3,ham
False,False,174,3,ham
False,False,48,6,ham
False,False,48,2,ham
False,False,25,1,ham
False,False,54,2,ham
False,False,38,3,ham
False,True,46,0,ham
False,False,64,3,ham
False,False,133,1,ham
False,False,36,3,ham
False,True,132,3,ham
False,True,51,1,ham
False,False,48,3,ham
True,True,62,2,ham
True,True,163,9,spam
True,True,155,7,spam
False,False,48,4,ham
False,True,39,4,ham
False,True,103,6,ham
False,True,83,3,ham
False,True,84,3,ham
False,False,39,1,ham
False,False,122,5,ham
True,False,154,11,ham
False,False,36,1,ham
False,True,140,5,spam
False,False,5,3,ham
False,False,30,1,ham
False,False,57,3,ham
False,False,54,5,ham
False,False,34,5,ham
False,False,85,4,ham
False,True,139,5,ham
False,False,35,1,ham
False,False,31,2,ham
True,True,126,8,spam
False,False,48,2,ham
False,False,94,1,ham
False,False,27,2,ham
False,True,28,0,ham
False,False,41,8,ham
False,False,42,10,ham
False,True,150,6,ham
True,True,162,9,ham
False,True,82,2,ham
False,False,45,4,ham
False,False,56,3,ham
False,False,41,4,ham
False,False,23,1,ham
False,False,112,2,ham
False,False,38,1,ham
False,False,160,8,ham
False,False,32,0,ham
False,False,47,0,ham
False,False,82,2,ham
False,False,25,1,ham
False,False,51,3,ham
True,False,155,7,spam
False,False,22,3,ham
False,False,30,1,ham
True,False,121,6,ham
False,False,53,3,ham
False,True,84,6,ham
False,False,24,0,ham
False,False,81,0,ham
False,True,152,4,ham
False,False,131,3,ham
False,True,327,28,ham
False,False,49,0,ham
False,False,65,3,ham
False,False,29,1,ham
False,True,207,6,ham
False,True,114,6,ham
False,True,101,3,spam
False,False,49,1,ham
False,False,108,5,ham
False,False,36,5,ham
False,False,32,1,ham
False,False,50,2,ham
False,True,80,1,ham
True,True,141,18,ham
False,True,151,11,spam
True,True,154,11,spam
False,False,23,1,ham
False,False,40,0,ham
False,True,159,6,spam
False,False,25,3,ham
False,True,143,7,spam
False,False,22,0,ham
False,False,153,11,ham
False,True,72,0,ham
False,False,203,9,ham
True,False,275,30,ham
False,False,115,5,ham
False,False,27,1,ham
False,False,139,4,ham
False,False,46,2,ham
False,True,115,9,ham
False,True,155,6,ham
False,False,35,1,ham
False,True,82,11,ham
False,False,7,2,ham
False,False,36,1,ham
False,False,73,2,ham
False,False,24,1,ham
False,False,49,6,ham
False,False,48,1,ham
True,False,155,10,ham
False,False,93,1,ham
False,True,99,16,ham
True,False,155,10,ham
False,False,48,2,ham
False,False,42,1,ham
False,False,24,5,ham
True,False,163,8,spam
False,False,30,0,ham
False,False,44,2,ham
False,False,24,0,ham
False,False,34,1,ham
False,False,144,5,ham
False,False,179,11,ham
False,True,143,8,spam
False,False,52,1,ham
False,False,82,0,ham
False,False,39,4,ham
False,False,80,9,ham
False,True,35,2,ham
True,False,80,8,ham
False,False,41,3,ham
False,False,27,1,ham
True,True,152,3,spam
False,False,32,1,ham
False,False,33,4,ham
False,False,41,6,ham
False,False,5,3,ham
False,False,126,3,ham
False,False,152,3,ham
False,False,71,3,spam
False,True,141,6,ham
False,False,122,4,ham
False,False,38,1,ham
False,False,63,2,ham
False,False,47,1,ham
False,False,22,3,ham
False,False,115,5,ham
False,True,71,5,ham
False,False,34,3,ham
False,False,72,1,ham
True,False,132,19,ham
True,False,26,4,ham
False,False,38,3,ham
True,True,141,5,spam
False,False,25,0,ham
False,False,27,0,ham
False,False,159,3,ham
False,False,107,2,ham
False,False,142,0,spam
False,False,13,1,ham
False,True,25,1,ham
False,False,65,5,ham
False,False,33,2,ham
False,False,23,1,ham
False,False,53,3,ham
False,True,159,4,spam
False,False,104,9,ham
False,True,154,3,spam
False,True,149,4,ham
False,False,81,0,spam
True,False,144,9,ham
False,False,51,3,ham
False,True,153,7,spam
False,True,114,12,ham
False,False,131,5,ham
True,True,159,9,spam
False,False,174,16,ham
False,False,42,1,ham
False,True,161,3,spam
False,True,151,5,ham
False,False,37,0,ham
False,False,61,2,ham
False,False,74,2,ham
False,True,93,3,ham
False,False,141,7,ham
False,False,85,8,ham
False,False,78,3,ham
False,False,33,0,ham
False,False,90,2,ham
False,False,147,4,ham
False,False,33,1,ham
False,False,32,2,ham
False,False,5,3,ham
False,True,149,3,ham
False,True,22,2,ham
False,True,132,5,ham
False,True,154,6,ham
False,False,31,2,ham
False,False,51,1,ham
False,False,18,2,ham
False,False,172,4,ham
True,True,130,7,spam
False,False,76,2,ham
False,False,78,11,ham
False,False,112,3,ham
False,False,58,3,ham
False,True,158,6,ham
False,False,60,6,ham
False,False,154,3,ham
True,True,154,9,spam
False,False,34,2,ham
False,True,122,1,spam
True,False,26,3,ham
False,False,31,6,ham
False,False,26,2,ham
True,True,64,2,ham
False,True,121,3,spam
False,False,179,11,ham
False,False,56,0,ham
False,False,148,5,ham
True,False,90,6,ham
False,False,110,4,ham
False,True,458,14,ham
False,False,36,1,ham
True,False,28,7,ham
False,True,33,2,ham
False,False,51,3,ham
False,True,157,3,spam
False,False,45,1,ham
False,False,37,2,ham
False,True,159,8,spam
False,False,39,1,ham
False,False,96,4,ham
False,False,15,3,ham
True,False,29,3,ham
False,False,32,1,ham
False,False,152,10,ham
False,False,29,2,ham
False,False,36,2,ham
False,False,54,0,ham
False,False,29,1,ham
False,True,47,4,ham
False,True,172,4,ham
False,False,32,6,ham
False,False,22,2,ham
False,True,150,7,spam
False,False,91,5,ham
False,False,53,2,ham
False,False,24,0,ham
False,False,121,4,ham
False,False,36,1,ham
True,True,212,13,ham
True,True,25,2,ham
True,True,156,11,spam
False,False,59,2,ham
False,False,155,8,ham
False,False,37,6,ham
False,False,79,6,ham
False,False,24,1,ham
False,False,50,1,ham
False,True,75,2,ham
False,True,41,2,ham
False,False,8,3,ham
False,True,36,1,ham
False,False,31,2,ham
False,False,73,1,ham
True,False,127,5,ham
False,False,14,1,ham
False,False,97,3,ham
True,False,71,8,ham
False,True,92,2,ham
False,False,63,5,ham
False,False,58,1,ham
True,True,46,2,ham
False,False,26,1,ham
False,False,143,19,ham
False,False,29,1,ham
False,False,31,2,ham
False,False,156,3,ham
False,False,37,1,ham
True,False,63,6,ham
False,False,33,1,ham
False,True,145,8,spam
False,True,149,8,spam
False,False,104,3,ham
False,False,58,13,ham
False,False,62,4,ham
False,True,184,4,ham
False,False,611,133,ham
False,False,61,3,ham
False,False,62,3,ham
False,False,64,0,ham
False,False,47,5,ham
False,False,92,9,ham
False,True,22,2,ham
False,True,338,9,ham
False,True,86,0,ham
False,False,159,7,ham
False,True,30,2,ham
False,False,105,5,ham
False,False,148,19,ham
True,False,30,4,ham
False,False,52,0,ham
True,True,136,9,spam
True,False,152,7,ham
False,True,43,1,ham
False,True,146,2,spam
False,True,144,4,spam
True,False,35,2,ham
False,False,47,1,ham
False,False,25,2,ham
False,False,127,2,ham
True,False,25,4,ham
False,False,143,5,ham
False,False,128,3,ham
False,False,24,1,ham
False,False,43,7,ham
False,False,99,5,ham
False,False,152,6,ham
False,False,37,2,ham
False,False,32,1,ham
False,False,3,0,ham
True,True,153,13,spam
False,False,28,2,ham
False,False,55,3,ham
False,False,28,0,ham
False,True,121,2,ham
False,True,29,1,ham
False,False,115,6,ham
False,True,39,0,ham
False,True,154,17,ham
True,False,148,16,ham
False,False,132,3,spam
False,False,44,3,ham
False,True,71,2,spam
False,True,156,6,ham
False,False,25,2,ham
False,True,147,6,spam
False,False,41,4,ham
False,True,83,2,ham
False,False,45,3,ham
False,False,73,3,ham
False,True,158,10,ham
False,False,47,2,ham
True,False,161,9,spam
False,False,159,7,ham
False,False,165,4,ham
False,False,90,4,spam
True,True,37,4,ham
True,True,160,3,spam
False,True,41,3,ham
False,True,136,8,ham
False,False,24,0,ham
False,False,35,2,ham
True,False,25,2,ham
False,False,31,2,ham
False,False,36,2,ham
False,False,132,9,ham
True,False,156,14,ham
False,False,30,1,ham
False,False,118,5,ham
False,False,82,9,ham
True,True,123,9,spam
False,False,147,15,ham
False,True,73,4,ham
False,True,22,1,ham
True,False,90,6,ham
True,False,61,5,ham
False,True,148,6,spam
False,False,28,3,ham
False,True,42,2,ham
False,False,75,4,ham
False,True,160,1,spam
False,False,27,1,ham
False,False,14,3,ham
False,False,129,10,ham
False,False,73,0,ham
False,True,88,1,ham
False,False,27,4,ham
True,False,75,2,ham
False,False,11,1,ham
False,False,23,1,ham
False,True,158,5,spam
True,False,73,4,spam
False,False,25,0,ham
False,False,81,5,ham
False,True,51,6,ham
False,False,40,1,ham
False,False,156,6,ham
False,True,122,8,ham
False,False,18,3,ham
False,False,6,1,ham
False,True,126,2,ham
False,True,46,0,ham
False,False,30,0,ham
False,False,35,1,ham
False,True,174,3,spam
False,True,114,7,spam
False,False,32,2,ham
False,False,23,0,ham
True,True,126,5,spam
False,False,42,2,ham
False,False,99,4,ham
False,True,96,4,ham
False,False,74,5,ham
False,False,72,9,ham
False,False,76,2,ham
False,False,60,3,ham
False,True,148,4,spam
False,False,5,3,ham
False,True,31,0,ham
False,False,77,6,ham
False,False,33,1,ham
True,False,25,2,ham
False,False,126,7,ham
False,True,71,6,ham
False,False,75,5,ham
False,True,68,3,ham
False,False,144,7,ham
False,False,59,6,ham
False,False,60,4,ham
False,False,49,2,ham
False,False,66,1,ham
False,True,145,6,spam
False,False,24,1,ham
False,False,58,2,ham
False,False,107,5,ham
False,True,138,9,spam
False,False,53,6,ham
False,True,73,6,ham
False,True,149,4,ham
False,False,144,1,ham
False,False,63,3,ham
False,False,159,10,ham
False,False,39,6,ham
False,False,67,6,ham
False,False,129,7,ham
False,False,24,0,ham
False,True,136,6,ham
False,False,34,0,ham
False,False,27,1,ham
False,False,55,1,ham
False,False,27,2,ham
False,True,224,16,spam
False,False,39,3,ham
False,False,36,0,ham
False,False,23,0,ham
False,True,51,1,ham
True,True,34,5,ham
True,False,34,2,ham
False,True,159,3,spam
False,False,74,4,ham
False,False,144,13,ham
False,False,32,1,ham
False,True,155,2,spam
False,False,160,5,ham
False,True,86,4,ham
False,False,32,1,ham
True,False,166,12,ham
False,False,22,0,ham
False,False,26,4,ham
False,False,92,1,ham
False,False,37,0,ham
False,False,46,2,ham
False,False,62,2,ham
True,False,39,4,ham
False,False,50,1,ham
False,False,35,4,ham
False,False,21,4,ham
False,True,107,2,ham
False,False,38,5,ham
False,False,205,9,ham
False,False,158,10,ham
False,False,67,4,ham
True,True,143,7,spam
False,False,121,13,ham
False,True,162,7,spam
False,False,26,2,ham
False,False,68,1,ham
False,True,123,8,ham
False,True,61,3,ham
True,True,33,3,ham
False,False,156,5,ham
False,False,41,2,ham
True,False,50,6,ham
False,False,41,1,ham
False,True,33,1,spam
True,True,154,8,spam
False,True,151,5,ham
False,True,164,9,spam
False,True,154,5,spam
False,False,22,4,ham
False,False,53,2,ham
False,True,62,1,ham
False,False,159,7,ham
False,False,34,2,ham
False,False,151,9,ham
True,False,26,6,ham
False,False,27,0,ham
False,False,52,2,ham
False,True,100,3,ham
False,False,164,4,ham
True,True,132,10,spam
False,False,39,1,ham
False,False,32,2,ham
False,False,158,3,ham
False,False,120,4,ham
False,True,42,1,ham
False,False,46,2,ham
True,False,44,3,ham
False,False,123,10,ham
False,False,24,0,ham
False,False,29,4,ham
False,True,34,3,ham
False,False,29,5,ham
False,False,47,5,ham
False,True,156,1,spam
False,False,47,2,ham
False,False,115,13,ham
False,False,37,2,ham
False,False,64,4,ham
False,False,83,4,ham
False,True,122,7,ham
False,False,24,1,ham
False,True,89,1,ham
False,False,67,7,ham
False,False,44,2,ham
False,False,33,3,ham
False,False,28,1,ham
False,False,37,5,ham
False,False,76,4,ham
False,True,150,1,ham
False,False,45,2,ham
False,False,84,11,ham
False,False,24,0,ham
False,False,119,3,ham
False,False,332,17,ham
False,False,80,4,ham
False,True,24,0,ham
False,True,151,4,spam
False,False,34,2,ham
False,False,65,4,ham
False,False,27,1,ham
False,False,24,1,ham
False,False,53,0,ham
False,False,28,2,ham
False,False,22,1,ham
False,False,23,2,ham
False,True,161,6,spam
False,True,191,6,ham
False,False,75,2,ham
False,False,23,1,ham
False,False,27,3,ham
True,False,37,2,ham
False,False,40,2,ham
False,True,93,11,ham
False,False,107,4,ham
False,True,158,9,spam
False,False,52,1,ham
True,True,71,3,ham
False,True,54,5,ham
False,False,51,2,ham
False,True,154,7,spam
False,False,98,3,ham
False,False,89,4,ham
True,False,50,4,ham
False,False,163,15,ham
False,False,135,2,ham
False,False,32,2,ham
False,False,41,3,ham
False,False,58,2,ham
False,False,50,5,ham
False,True,790,34,ham
False,False,34,1,ham
False,True,35,0,ham
False,True,100,2,ham
False,True,46,3,ham
False,False,183,21,ham
False,True,71,1,ham
False,False,30,0,ham
False,True,34,3,ham
False,False,75,1,ham
False,False,55,1,ham
False,True,117,1,spam
False,False,84,1,spam
True,True,155,7,spam
True,True,33,3,ham
False,False,97,5,ham
False,False,33,0,ham
False,False,132,3,spam
False,True,64,2,ham
False,False,23,3,ham
False,False,32,3,ham
True,False,128,11,ham
True,False,45,4,ham
False,False,62,2,ham
False,True,155,8,spam
False,True,153,4,spam
False,False,85,2,ham
False,True,32,1,ham
False,False,89,3,ham
False,False,63,1,ham
False,True,163,5,spam
False,True,28,0,ham
False,True,156,8,spam
False,False,41,2,ham
False,False,110,3,ham
False,False,53,3,ham
False,False,31,1,ham
True,False,27,2,ham
False,False,79,6,ham
False,True,22,2,ham
True,False,40,3,ham
False,True,143,6,spam
False,False,59,12,ham
False,False,54,3,ham
False,True,84,2,ham
False,False,15,1,ham
False,False,106,4,ham
False,False,30,1,ham
False,True,108,8,ham
False,False,92,3,ham
False,False,87,5,ham
False,False,16,1,ham
True,True,158,3,spam
False,False,51,1,ham
False,True,50,1,ham
False,True,63,5,ham
False,False,34,1,ham
False,True,160,7,ham
False,False,29,0,ham
False,False,41,1,ham
False,False,68,12,ham
False,False,91,3,ham
False,False,2,0,ham
False,True,66,7,ham
False,False,135,7,ham
False,False,30,1,ham
False,True,145,6,spam
True,True,142,5,spam
False,False,35,0,ham
True,False,35,5,ham
False,False,25,0,ham
False,False,23,1,ham
False,False,32,1,ham
False,False,76,3,ham
False,False,45,1,ham
False,False,106,4,ham
False,False,55,2,ham
False,True,160,6,spam
False,False,124,1,ham
False,True,162,12,spam
True,False,46,7,ham
True,False,120,4,ham
False,True,72,4,ham
True,True,57,6,ham
False,True,54,0,ham
False,False,49,1,ham
False,True,51,1,ham
False,True,29,2,ham
False,False,37,2,ham
False,False,67,8,ham
False,False,41,1,ham
False,False,92,28,ham
False,False,30,2,ham
False,True,68,3,ham
True,False,46,7,ham
False,False,87,2,ham
False,False,95,5,ham
False,False,23,0,ham
False,True,156,4,spam
False,False,34,1,ham
False,True,74,2,spam
True,False,59,5,ham
True,False,158,17,ham
False,False,73,3,ham
False,False,76,4,ham
True,False,65,2,ham
False,False,58,6,ham
False,True,133,3,spam
False,False,14,4,ham
False,False,27,2,ham
False,True,143,6,ham
False,False,53,1,ham
True,False,52,5,ham
False,False,31,1,ham
False,False,39,0,ham
False,True,104,2,spam
False,False,83,6,ham
False,False,34,1,ham
False,True,22,2,ham
False,True,89,8,ham
False,False,61,5,ham
False,False,150,17,ham
False,True,153,5,spam
False,False,123,5,ham
False,False,24,2,ham
False,False,32,4,ham
False,True,22,2,ham
False,False,49,1,ham
False,False,108,0,ham
False,False,119,5,ham
True,True,129,5,spam
False,False,34,3,ham
False,False,38,1,ham
False,True,26,0,ham
False,False,32,0,ham
False,False,31,1,ham
True,False,117,14,ham
False,False,45,2,ham
False,False,55,3,ham
True,True,38,2,ham
False,True,143,7,spam
False,False,80,9,ham
False,False,54,6,ham
False,False,62,2,ham
False,False,52,2,ham
False,False,81,3,ham
False,False,36,0,ham
False,False,431,18,ham
False,True,62,9,ham
False,False,375,19,ham
True,False,158,9,ham
False,True,120,3,spam
False,False,52,7,ham
False,False,138,2,ham
False,False,42,2,ham
False,False,63,2,ham
False,False,22,0,ham
False,False,38,1,ham
False,False,50,3,ham
False,False,83,4,ham
True,True,158,5,spam
False,True,84,1,ham
False,False,39,4,ham
False,False,76,4,ham
False,False,53,1,ham
False,True,94,2,ham
False,False,38,0,ham
False,False,38,1,ham
False,False,75,3,ham
False,False,62,10,ham
False,False,59,6,ham
False,False,23,0,ham
False,False,37,0,ham
False,False,45,2,ham
False,False,51,1,ham
False,False,24,0,ham
False,False,43,1,ham
False,False,123,4,ham
False,False,43,0,ham
False,False,36,1,ham
False,False,46,1,ham
False,True,155,4,spam
True,True,35,2,ham
False,False,59,7,ham
False,True,32,2,ham
False,True,50,2,ham
False,False,27,0,ham
False,False,40,1,ham
False,False,37,2,ham
False,False,84,5,ham
False,True,152,12,spam
False,True,125,10,ham
False,True,45,3,ham
False,False,32,2,ham
False,True,52,2,ham
False,True,39,3,ham
False,False,32,1,ham
False,True,52,2,ham
False,False,40,2,ham
False,False,96,9,ham
False,False,31,1,ham
False,True,159,19,spam
False,True,276,20,ham
False,False,51,4,ham
False,False,26,2,ham
False,False,36,1,ham
False,False,99,2,ham
True,False,162,9,spam
False,True,149,8,spam
False,False,44,4,ham
False,False,23,0,ham
True,True,161,12,spam
False,False,63,9,ham
False,False,60,4,ham
False,False,41,4,ham
False,True,133,3,ham
False,False,30,2,spam
False,False,27,0,ham
False,False,42,2,ham
False,False,40,4,ham
False,False,17,4,ham
False,False,81,5,ham
False,False,38,1,ham
False,False,48,1,ham
False,False,35,1,ham
False,False,13,1,ham
False,True,156,6,spam
False,True,363,23,ham
True,False,40,6,ham
False,True,47,1,ham
False,False,154,6,ham
False,True,161,8,spam
True,True,144,3,spam
False,False,31,2,ham
False,False,11,4,ham
False,False,44,0,ham
True,False,88,5,ham
True,True,159,15,spam
True,False,47,5,ham
False,True,64,3,ham
False,False,24,0,ham
False,False,95,2,ham
False,False,134,2,ham
False,False,23,1,ham
False,False,32,4,ham
False,True,175,7,ham
True,False,155,7,spam
False,False,38,6,ham
False,False,35,0,ham
False,False,147,3,ham
False,True,159,3,spam
False,True,51,4,ham
False,True,161,7,spam
False,False,107,3,ham
False,False,38,2,ham
False,False,60,4,ham
True,True,160,5,spam
False,False,37,2,ham
False,False,157,2,ham
False,False,185,3,ham
False,False,28,1,ham
False,True,170,7,spam
True,False,157,9,ham
False,False,79,3,ham
False,False,40,0,ham
False,False,113,6,ham
False,False,30,2,ham
False,False,42,1,ham
False,False,41,2,ham
True,False,113,7,ham
True,True,137,7,spam
False,True,382,11,ham
False,True,87,2,ham
False,False,49,3,ham
False,False,27,1,ham
False,False,28,1,ham
False,False,26,1,ham
False,False,49,2,ham
False,False,39,1,ham
False,False,38,2,ham
False,False,31,0,ham
False,True,162,5,ham
True,True,154,7,spam
False,True,161,7,spam
False,True,25,1,ham
True,False,154,8,ham
False,True,22,0,ham
False,False,34,3,ham
False,False,45,3,ham
True,False,70,5,ham
False,False,77,0,ham
False,False,32,0,ham
False,False,50,0,ham
False,False,30,2,ham
False,False,114,4,ham
False,True,588,59,ham
False,True,114,3,ham
False,True,147,4,spam
False,False,114,4,ham
False,False,50,1,ham
True,True,141,18,ham
False,False,158,3,ham
False,False,56,2,ham
False,False,29,2,ham
False,False,39,3,ham
False,False,32,1,ham
False,False,37,1,ham
False,True,158,7,spam
False,False,63,2,ham
False,False,29,2,ham
False,False,48,0,ham
False,False,59,3,ham
False,False,29,1,ham
False,True,24,2,ham
True,True,31,2,ham
True,False,37,3,ham
False,False,193,4,ham
False,False,45,6,ham
False,True,154,8,ham
False,False,3,1,ham
False,False,32,1,ham
False,True,131,9,ham
False,False,52,0,ham
False,True,142,3,ham
False,False,104,0,ham
False,False,43,3,ham
False,True,152,6,spam
False,False,73,4,ham
False,True,105,6,ham
False,False,54,2,ham
False,True,108,6,ham
False,False,77,2,ham
False,False,42,0,ham
False,False,130,20,ham
False,False,42,4,ham
False,False,22,0,ham
False,True,30,3,ham
False,False,38,3,ham
False,False,54,10,ham
True,False,54,4,ham
False,False,66,3,ham
True,False,65,4,ham
False,False,93,6,ham
False,False,132,3,ham
False,True,159,8,spam
False,False,112,2,ham
False,True,161,13,spam
False,False,22,1,ham
False,False,68,1,ham
False,False,119,3,ham
False,False,58,2,ham
False,False,60,3,ham
False,True,54,4,ham
False,False,45,8,ham
False,True,66,5,ham
False,False,67,1,ham
True,False,77,6,ham
False,True,156,2,spam
False,False,76,6,ham
False,False,77,0,ham
False,False,175,5,ham
False,True,157,4,spam
False,True,77,11,ham
False,False,102,3,ham
False,False,39,2,ham
False,False,32,4,ham
False,False,30,0,ham
False,True,108,6,ham
False,True,141,11,ham
True,True,130,8,ham
False,False,58,3,ham
False,True,28,0,ham
False,False,77,3,ham
True,True,136,9,ham
False,False,88,2,ham
False,False,127,4,ham
False,True,110,2,ham
False,False,51,6,ham
False,True,30,2,ham
False,False,25,1,ham
False,False,96,8,ham
False,False,64,4,ham
False,False,23,1,ham
False,False,70,1,ham
False,True,181,9,spam
False,True,160,3,spam
True,False,31,3,ham
False,True,157,4,spam
False,False,113,2,ham
False,False,110,6,ham
False,False,36,1,ham
False,False,28,1,ham
False,False,23,2,ham
True,False,45,2,ham
False,False,54,1,ham
False,False,39,1,ham
False,False,154,8,ham
False,True,36,1,ham
True,False,155,4,spam
False,False,64,1,ham
False,False,36,5,ham
False,True,160,3,spam
False,False,71,4,ham
False,True,51,1,ham
True,True,122,6,spam
False,False,17,4,ham
False,False,33,0,spam
False,False,22,0,ham
False,False,26,1,ham
False,False,144,2,ham
False,False,63,5,ham
False,False,22,1,ham
False,True,89,2,ham
False,False,42,2,ham
False,False,28,4,ham
False,True,135,8,ham
False,False,78,15,ham
False,True,33,2,ham
False,False,27,2,ham
False,False,52,3,ham
False,False,29,0,ham
False,False,33,3,ham
False,False,23,2,ham
False,False,85,2,ham
False,False,101,2,ham
False,False,110,2,ham
False,True,27,0,ham
False,True,159,3,spam
False,False,58,3,ham
False,True,44,0,ham
True,False,26,5,ham
False,False,91,3,ham
False,True,48,2,spam
False,True,125,2,ham
False,True,183,6,spam
True,False,25,3,ham
False,True,69,1,ham
False,True,160,12,spam
False,False,72,3,ham
False,False,48,9,ham
False,False,28,0,ham
False,False,66,6,ham
True,True,127,2,ham
False,False,62,1,ham
False,False,26,2,ham
True,True,147,6,spam
False,True,162,4,spam
False,False,78,3,ham
False,True,151,7,spam
False,True,158,9,spam
True,True,114,9,spam
False,False,23,1,ham
False,True,85,1,ham
False,False,34,2,ham
False,False,41,3,ham
False,False,134,11,ham
False,False,25,2,ham
False,False,30,1,ham
False,False,45,2,ham
False,False,5,3,ham
False,False,23,1,ham
False,False,93,5,ham
False,False,7,1,ham
False,False,24,1,ham
False,True,129,11,ham
False,True,167,22,spam
True,False,45,4,ham
False,False,65,2,ham
False,False,48,5,ham
False,False,18,0,ham
False,False,24,1,ham
False,False,33,0,ham
False,False,25,1,ham
False,False,51,0,ham
False,False,94,4,ham
False,False,69,5,ham
False,False,25,1,ham
False,True,108,2,ham
True,False,51,3,ham
False,False,65,1,ham
False,True,160,6,spam
True,True,141,18,ham
False,False,7,3,ham
False,False,41,2,ham
False,False,67,5,ham
False,False,30,1,ham
False,False,37,0,ham
False,False,47,2,ham
False,False,36,0,ham
False,True,120,3,spam
False,False,29,2,ham
False,True,82,1,spam
False,False,36,6,ham
False,True,281,15,ham
False,False,27,3,ham
False,False,52,1,ham
False,False,66,1,ham
False,True,149,3,spam
False,False,121,5,ham
False,True,56,4,ham
False,True,92,3,ham
False,True,162,4,spam
False,False,66,0,ham
False,False,43,1,ham
True,True,158,3,spam
True,False,127,6,ham
False,False,43,1,ham
True,True,446,21,ham
False,False,102,6,ham
False,False,88,5,ham
False,False,103,6,ham
False,True,158,4,spam
False,False,24,3,ham
False,False,95,4,ham
False,True,74,3,ham
False,True,109,5,spam
True,True,158,10,ham
False,True,482,15,ham
False,False,53,2,ham
True,False,119,8,ham
False,False,31,0,ham
False,False,22,1,ham
False,True,22,2,ham
False,True,161,3,spam
False,False,38,5,ham
False,False,22,1,ham
False,False,89,5,ham
True,False,66,7,ham
False,False,191,7,ham
False,False,27,1,ham
False,False,67,3,ham
False,False,104,5,ham
False,True,96,10,ham
False,False,38,8,ham
False,False,40,4,ham
False,False,25,3,ham
False,False,24,1,ham
False,False,26,7,ham
False,False,39,3,ham
True,True,152,7,spam
False,False,54,9,ham
False,False,73,1,ham
False,False,80,1,ham
False,False,21,4,ham
False,False,53,5,ham
True,True,444,42,ham
False,False,41,0,ham
True,False,99,5,ham
False,False,34,10,ham
False,False,27,1,ham
False,True,158,13,spam
False,True,116,4,ham
False,False,24,1,ham
False,False,75,6,ham
False,False,47,2,ham
False,False,81,9,ham
False,False,115,7,ham
True,True,152,3,spam
False,True,52,6,ham
False,False,83,8,ham
False,False,41,1,ham
False,False,22,3,ham
True,False,46,3,ham
False,False,57,10,ham
True,True,158,6,spam
False,False,45,5,ham
False,False,67,4,ham
True,False,152,7,spam
False,False,26,0,ham
False,False,100,6,ham
False,False,53,7,ham
False,True,629,52,ham
False,False,235,9,ham
False,False,26,3,ham
False,False,114,0,ham
True,True,122,11,spam
False,True,45,4,ham
False,False,78,4,ham
False,True,51,3,ham
False,False,82,2,ham
False,False,28,0,ham
True,False,85,6,ham
False,False,46,3,ham
False,False,183,7,ham
False,True,22,2,ham
False,False,109,13,ham
False,False,28,7,ham
False,False,25,1,ham
False,False,23,3,ham
False,True,74,4,ham
False,False,50,4,ham
False,False,28,2,ham
False,True,44,2,ham
False,True,88,4,ham
False,False,25,2,ham
False,False,29,4,ham
False,True,39,3,ham
False,False,46,2,ham
False,True,64,3,ham
False,False,15,3,ham
False,True,126,8,ham
True,False,105,16,ham
False,False,49,3,ham
False,False,30,3,ham
False,False,23,4,ham
False,True,84,2,ham
False,False,67,3,ham
False,False,14,1,ham
False,False,68,9,ham
False,False,37,2,ham
False,True,161,8,spam
False,False,26,2,ham
False,False,84,8,ham
False,False,29,0,ham
False,False,22,0,ham
False,False,201,9,ham
False,False,137,4,ham
False,True,116,2,spam
True,True,168,7,spam
True,False,33,7,ham
False,False,101,4,ham
False,False,45,0,ham
False,True,124,3,ham
False,True,84,4,ham
False,False,42,0,ham
False,True,78,3,ham
False,False,70,2,ham
True,False,121,7,ham
False,False,81,7,ham
False,False,42,3,ham
False,False,245,6,ham
False,False,66,0,ham
False,False,139,2,ham
False,True,150,4,spam
True,False,167,16,ham
False,True,51,3,ham
False,False,55,7,ham
False,False,31,5,ham
False,False,36,0,ham
False,False,28,4,ham
False,True,306,15,ham
False,False,202,2,ham
False,True,160,10,ham
False,True,36,3,ham
False,False,20,1,ham
False,False,6,3,ham
False,False,5,3,ham
False,False,150,10,ham
False,False,74,8,ham
False,False,19,2,ham
False,True,153,7,ham
False,True,158,5,spam
False,True,45,5,ham
False,False,54,2,ham
True,False,22,4,ham
False,True,22,2,ham
False,False,67,4,ham
False,False,42,3,ham
False,False,179,4,ham
False,True,22,2,ham
False,False,82,8,ham
False,True,22,2,ham
True,True,100,5,spam
False,False,163,15,ham
False,True,46,1,ham
False,False,158,7,ham
False,False,32,6,ham
False,False,71,2,ham
False,False,34,1,ham
False,False,104,2,ham
False,False,9,3,ham
True,False,95,4,ham
False,False,29,2,ham
False,True,155,5,ham
False,False,24,0,ham
False,False,41,4,ham
